Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;491;-;-;491;-;-
Ungültige Stimmen;10;2,0 %;-;5;1,0 %;-
Gültige Stimmen;481;98,0 %;-;486;99,0 %;-
SPD;147;30,6 %;-;131;27,0 %;-
AfD;109;22,7 %;-;74;15,2 %;-
CDU;51;10,6 %;-;32;6,6 %;-
GRÜNE/B 90;46;9,6 %;-;46;9,5 %;-
DIE LINKE;58;12,1 %;-;42;8,6 %;-
BVB / FREIE WÄHLER;34;7,1 %;-;8;1,6 %;-
FDP;7;1,5 %;-;4;0,8 %;-
Tierschutzpartei;-;-;-;23;4,7 %;-
Plus;29;6,0 %;-;20;4,1 %;-
BSW;-;-;-;104;21,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,2 %;-
