Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;497;-;-;497;-;-
Wählende;235;47,3 %;-;235;47,3 %;-
Ungültige Stimmen;16;6,8 %;-;3;1,3 %;-
Gültige Stimmen;219;93,2 %;-;232;98,7 %;-
SPD;77;35,2 %;-;68;29,3 %;-
AfD;-;-;-;108;46,6 %;-
CDU;21;9,6 %;-;18;7,8 %;-
GRÜNE/B 90;3;1,4 %;-;3;1,3 %;-
DIE LINKE;13;5,9 %;-;2;0,9 %;-
BVB / FREIE WÄHLER;22;10,0 %;-;4;1,7 %;-
FDP;6;2,7 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;1,7 %;-
Plus;-;-;-;3;1,3 %;-
BSW;-;-;-;20;8,6 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;0;0,0 %;-
EB Raue;77;35,2 %;-;-;-;-
