Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;771;-;-;771;-;-
Wählende;322;41,8 %;-;322;41,8 %;-
Ungültige Stimmen;2;0,6 %;-;2;0,6 %;-
Gültige Stimmen;320;99,4 %;-;320;99,4 %;-
SPD;109;34,1 %;-;89;27,8 %;-
AfD;110;34,4 %;-;98;30,6 %;-
CDU;36;11,2 %;-;28;8,8 %;-
GRÜNE/B 90;8;2,5 %;-;14;4,4 %;-
DIE LINKE;17;5,3 %;-;8;2,5 %;-
BVB / FREIE WÄHLER;34;10,6 %;-;11;3,4 %;-
FDP;1;0,3 %;-;3;0,9 %;-
Tierschutzpartei;-;-;-;8;2,5 %;-
Plus;5;1,6 %;-;3;0,9 %;-
BSW;-;-;-;56;17,5 %;-
III. Weg;-;-;-;2;0,6 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
