Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.256;-;-;1.256;-;-
Wählende;590;47,0 %;-13;590.0;47,0 %;-13
Ungültige Stimmen;5;0,8 %;-02;4.0;0,7 %;-02
Gültige Stimmen;585;99,2 %;+02;586.0;99,3 %;+02
SPD;205;35,0 %;+111;186.0;31,7 %;+65
AfD;176;30,1 %;+110;165.0;28,2 %;+84
CDU;68;11,6 %;-24;55.0;9,4 %;-34
GRÜNE/B 90;14;2,4 %;-107;25.0;4,3 %;-86
DIE LINKE;20;3,4 %;-117;12.0;2,0 %;-106
BVB / FREIE WÄHLER;92;15,7 %;+43;32.0;5,5 %;-23
FDP;5;0,9 %;-26;3.0;0,5 %;-37
Tierschutzpartei;-;-;-;17.0;2,9 %;+02
Plus;5;0,9 %;+09;8.0;1,4 %;-05
BSW;-;-;-;78.0;13,3 %;+133
III. Weg;-;-;-;1.0;0,2 %;+02
DKP;-;-;-;0.0;0,0 %;00
DLW;-;-;-;2.0;0,3 %;+03
WU;-;-;-;2.0;0,3 %;+03
