Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;45.603;-;-;45.603;-;-
Wählende;31.517;69,1 %;+147;31.517;69,1 %;+147
Ungültige Stimmen;552;1,8 %;+05;315.0;1,0 %;-04
Gültige Stimmen;30.965;98,2 %;-05;31.202;99,0 %;+04
SPD;9.853;31,8 %;+61;8.079;25,9 %;+15
AfD;12.326;39,8 %;+138;11.205;35,9 %;+93
CDU;4.465;14,4 %;-48;3.684;11,8 %;-67
GRÜNE/B 90;420;1,4 %;-57;805.0;2,6 %;-51
DIE LINKE;1.693;5,5 %;-62;907.0;2,9 %;-82
BVB / FREIE WÄHLER;1.733;5,6 %;-24;670.0;2,1 %;-39
FDP;330;1,1 %;-13;161.0;0,5 %;-21
Tierschutzpartei;-;-;-;483.0;1,5 %;-04
Plus;-;-;-;159.0;0,5 %;-03
BSW;-;-;-;4.77;15,3 %;+153
III. Weg;145;0,5 %;+05;71.0;0,2 %;+02
DKP;-;-;-;14.0;0,0 %;+00
DLW;-;-;-;147.0;0,5 %;+05
WU;-;-;-;47.0;0,2 %;+02
