Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.004;-;-;1.004;-;-
Wählende;512;51,0 %;-;512.0;51,0 %;-
Ungültige Stimmen;12;2,3 %;-;8.0;1,6 %;-
Gültige Stimmen;500;97,7 %;-;504.0;98,4 %;-
SPD;172;34,4 %;-;177.0;35,1 %;-
AfD;178;35,6 %;-;162.0;32,1 %;-
CDU;76;15,2 %;-;39.0;7,7 %;-
GRÜNE/B 90;12;2,4 %;-;5.0;1,0 %;-
DIE LINKE;-;-;-;20.0;4,0 %;-
BVB / FREIE WÄHLER;59;11,8 %;-;20.0;4,0 %;-
FDP;3;0,6 %;-;4.0;0,8 %;-
Tierschutzpartei;-;-;-;13.0;2,6 %;-
Plus;-;-;-;2.0;0,4 %;-
BSW;-;-;-;59.0;11,7 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;1.0;0,2 %;-
