Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;966;-;-;966;-;-
Wählende;455;47,1 %;-;455;47,1 %;-
Ungültige Stimmen;10;2,2 %;-;5;1,1 %;-
Gültige Stimmen;445;97,8 %;-;450;98,9 %;-
SPD;176;39,6 %;-;121;26,9 %;-
AfD;155;34,8 %;-;134;29,8 %;-
CDU;33;7,4 %;-;30;6,7 %;-
GRÜNE/B 90;10;2,2 %;-;28;6,2 %;-
DIE LINKE;32;7,2 %;-;25;5,6 %;-
BVB / FREIE WÄHLER;24;5,4 %;-;10;2,2 %;-
FDP;6;1,3 %;-;2;0,4 %;-
Tierschutzpartei;-;-;-;19;4,2 %;-
Plus;9;2,0 %;-;6;1,3 %;-
BSW;-;-;-;73;16,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;2;0,4 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
