Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;393;-;-;393;-;-
Wählende;228;58,0 %;-;228;58,0 %;-
Ungültige Stimmen;5;2,2 %;-;3;1,3 %;-
Gültige Stimmen;223;97,8 %;-;225;98,7 %;-
SPD;78;35,0 %;-;66;29,3 %;-
AfD;85;38,1 %;-;79;35,1 %;-
CDU;35;15,7 %;-;32;14,2 %;-
GRÜNE/B 90;0;0,0 %;-;2;0,9 %;-
DIE LINKE;4;1,8 %;-;5;2,2 %;-
BVB / FREIE WÄHLER;18;8,1 %;-;11;4,9 %;-
FDP;3;1,3 %;-;1;0,4 %;-
Tierschutzpartei;-;-;-;2;0,9 %;-
Plus;-;-;-;1;0,4 %;-
BSW;-;-;-;24;10,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;1;0,4 %;-
