Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;971;-;-;971;-;-
Wählende;368;37,9 %;-;368;37,9 %;-
Ungültige Stimmen;10;2,7 %;-;6;1,6 %;-
Gültige Stimmen;358;97,3 %;-;362;98,4 %;-
SPD;121;33,8 %;-;101;27,9 %;-
AfD;144;40,2 %;-;129;35,6 %;-
CDU;43;12,0 %;-;21;5,8 %;-
GRÜNE/B 90;5;1,4 %;-;12;3,3 %;-
DIE LINKE;17;4,7 %;-;17;4,7 %;-
BVB / FREIE WÄHLER;14;3,9 %;-;8;2,2 %;-
FDP;4;1,1 %;-;4;1,1 %;-
Tierschutzpartei;-;-;-;12;3,3 %;-
Plus;6;1,7 %;-;3;0,8 %;-
BSW;-;-;-;50;13,8 %;-
III. Weg;4;1,1 %;-;3;0,8 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,6 %;-
WU;-;-;-;0;0,0 %;-
