Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;113;-;-;113;-;-
Wählende;70;61,9 %;-;70;61,9 %;-
Ungültige Stimmen;1;1,4 %;-;3;4,3 %;-
Gültige Stimmen;69;98,6 %;-;67;95,7 %;-
SPD;16;23,2 %;-;12;17,9 %;-
AfD;36;52,2 %;-;33;49,3 %;-
CDU;7;10,1 %;-;6;9,0 %;-
GRÜNE/B 90;0;0,0 %;-;1;1,5 %;-
DIE LINKE;1;1,4 %;-;2;3,0 %;-
BVB / FREIE WÄHLER;4;5,8 %;-;0;0,0 %;-
FDP;1;1,4 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;3,0 %;-
Plus;1;1,4 %;-;0;0,0 %;-
BSW;-;-;-;10;14,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;3;4,3 %;-;0;0,0 %;-
WU;-;-;-;1;1,5 %;-
