Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;107;-;-;107;-;-
Wählende;66;61,7 %;-38;66;61,7 %;-38
Ungültige Stimmen;0;0,0 %;-23;0;0,0 %;-17
Gültige Stimmen;66;100,0 %;+23;66;100,0 %;+17
SPD;29;43,9 %;+162;24;36,4 %;+108
AfD;21;31,8 %;+38;21;31,8 %;+51
CDU;7;10,6 %;-16;6;9,1 %;-43
GRÜNE/B 90;2;3,0 %;-35;0;0,0 %;-74
DIE LINKE;1;1,5 %;-116;1;1,5 %;-98
BVB / FREIE WÄHLER;4;6,1 %;-11;4;6,1 %;-02
FDP;0;0,0 %;-30;0;0,0 %;-42
Tierschutzpartei;2;3,0 %;+30;3;4,5 %;+13
Plus;-;-;-;0;0,0 %;-21
BSW;-;-;-;6;9,1 %;+91
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;1;1,5 %;+15
