Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;485;-;-;485;-;-
Wählende;293;60,4 %;-;293;60,4 %;-
Ungültige Stimmen;2;0,7 %;-;1;0,3 %;-
Gültige Stimmen;291;99,3 %;-;292;99,7 %;-
SPD;96;33,0 %;-;80;27,4 %;-
AfD;130;44,7 %;-;116;39,7 %;-
CDU;29;10,0 %;-;23;7,9 %;-
GRÜNE/B 90;4;1,4 %;-;9;3,1 %;-
DIE LINKE;12;4,1 %;-;4;1,4 %;-
BVB / FREIE WÄHLER;17;5,8 %;-;11;3,8 %;-
FDP;2;0,7 %;-;2;0,7 %;-
Tierschutzpartei;-;-;-;2;0,7 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;41;14,0 %;-
III. Weg;1;0,3 %;-;2;0,7 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,3 %;-
