Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;448;-;-;448;-;-
Wählende;273;60,9 %;+23;273;60,9 %;+23
Ungültige Stimmen;8;2,9 %;+15;8;2,9 %;+18
Gültige Stimmen;265;97,1 %;-15;265;97,1 %;-18
SPD;75;28,3 %;+48;84;31,7 %;+61
AfD;112;42,3 %;+105;105;39,6 %;+79
CDU;49;18,5 %;+04;20;7,5 %;-95
GRÜNE/B 90;5;1,9 %;-32;9;3,4 %;-11
DIE LINKE;5;1,9 %;-84;3;1,1 %;-68
BVB / FREIE WÄHLER;10;3,8 %;-21;3;1,1 %;-28
FDP;4;1,5 %;-40;3;1,1 %;-46
Tierschutzpartei;4;1,5 %;+15;6;2,3 %;-02
Plus;-;-;-;0;0,0 %;-09
BSW;-;-;-;30;11,3 %;+113
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;1;0,4 %;+04;1;0,4 %;+04
WU;-;-;-;1;0,4 %;+04
