Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;568;-;-;568;-;-
Wählende;280;49,3 %;-;280;49,3 %;-
Ungültige Stimmen;1;0,4 %;-;0;0,0 %;-
Gültige Stimmen;279;99,6 %;-;280;100,0 %;-
SPD;92;33,0 %;-;70;25,0 %;-
AfD;107;38,4 %;-;105;37,5 %;-
CDU;44;15,8 %;-;43;15,4 %;-
GRÜNE/B 90;4;1,4 %;-;6;2,1 %;-
DIE LINKE;12;4,3 %;-;6;2,1 %;-
BVB / FREIE WÄHLER;8;2,9 %;-;3;1,1 %;-
FDP;1;0,4 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;6;2,1 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;36;12,9 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;11;3,9 %;-;2;0,7 %;-
WU;-;-;-;2;0,7 %;-
