Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;406;-;-;406;-;-
Wählende;266;65,5 %;-;266;65,5 %;-
Ungültige Stimmen;4;1,5 %;-;4;1,5 %;-
Gültige Stimmen;262;98,5 %;-;262;98,5 %;-
SPD;59;22,5 %;-;57;21,8 %;-
AfD;143;54,6 %;-;124;47,3 %;-
CDU;35;13,4 %;-;16;6,1 %;-
GRÜNE/B 90;2;0,8 %;-;3;1,1 %;-
DIE LINKE;6;2,3 %;-;3;1,1 %;-
BVB / FREIE WÄHLER;11;4,2 %;-;3;1,1 %;-
FDP;4;1,5 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;1,5 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;49;18,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,8 %;-
WU;-;-;-;1;0,4 %;-
EB Hoffmann;2;0,8 %;-;-;-;-
