Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;617;-;-;617;-;-
Ungültige Stimmen;4;0,6 %;-05;0;0,0 %;-09
Gültige Stimmen;613;99,4 %;+05;617;100,0 %;+09
SPD;209;34,1 %;+177;220;35,7 %;+148
AfD;139;22,7 %;+43;112;18,2 %;+03
CDU;164;26,8 %;+86;133;21,6 %;+31
GRÜNE/B 90;26;4,2 %;-146;31;5,0 %;-130
DIE LINKE;19;3,1 %;-56;9;1,5 %;-66
BVB / FREIE WÄHLER;37;6,0 %;-103;15;2,4 %;-57
FDP;13;2,1 %;-12;13;2,1 %;-14
Tierschutzpartei;-;-;-;9;1,5 %;-25
Plus;-;-;-;9;1,5 %;+04
BSW;-;-;-;60;9,7 %;+97
III. Weg;-;-;-;1;0,2 %;+02
DKP;-;-;-;0;0,0 %;00
DLW;6;1,0 %;+10;1;0,2 %;+02
WU;-;-;-;4;0,6 %;+06
