Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;547;-;-;547;-;-
Wählende;273;49,9 %;-;273;49,9 %;-
Ungültige Stimmen;0;0,0 %;-;2;0,7 %;-
Gültige Stimmen;273;100,0 %;-;271;99,3 %;-
SPD;103;37,7 %;-;85;31,4 %;-
AfD;78;28,6 %;-;73;26,9 %;-
CDU;69;25,3 %;-;67;24,7 %;-
GRÜNE/B 90;6;2,2 %;-;8;3,0 %;-
DIE LINKE;5;1,8 %;-;5;1,8 %;-
BVB / FREIE WÄHLER;7;2,6 %;-;5;1,8 %;-
FDP;4;1,5 %;-;2;0,7 %;-
Tierschutzpartei;-;-;-;4;1,5 %;-
Plus;1;0,4 %;-;0;0,0 %;-
BSW;-;-;-;20;7,4 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;0;0,0 %;-
