Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;110;-;-;110;-;-
Wählende;65;59,1 %;-;65;59,1 %;-
Ungültige Stimmen;2;3,1 %;-;2;3,1 %;-
Gültige Stimmen;63;96,9 %;-;63;96,9 %;-
SPD;21;33,3 %;-;7;11,1 %;-
AfD;24;38,1 %;-;20;31,7 %;-
CDU;8;12,7 %;-;10;15,9 %;-
GRÜNE/B 90;3;4,8 %;-;7;11,1 %;-
DIE LINKE;6;9,5 %;-;12;19,0 %;-
BVB / FREIE WÄHLER;1;1,6 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;1,6 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;6;9,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
