Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;796;-;-;796;-;-
Ungültige Stimmen;6;0,8 %;-;3;0,4 %;-
Gültige Stimmen;790;99,2 %;-;793;99,6 %;-
SPD;177;22,4 %;-;220;27,7 %;-
AfD;143;18,1 %;-;116;14,6 %;-
CDU;122;15,4 %;-;126;15,9 %;-
GRÜNE/B 90;40;5,1 %;-;46;5,8 %;-
DIE LINKE;76;9,6 %;-;37;4,7 %;-
BVB / FREIE WÄHLER;213;27,0 %;-;66;8,3 %;-
FDP;13;1,6 %;-;9;1,1 %;-
Tierschutzpartei;-;-;-;17;2,1 %;-
Plus;-;-;-;12;1,5 %;-
BSW;-;-;-;140;17,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;1;0,1 %;-
dieBasis;3;0,4 %;-;-;-;-
EB Link;3;0,4 %;-;-;-;-
