Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;8.501;-;-;8.501;-;-
Wählende;6.563;77,2 %;+46;6.563;77,2 %;+46
Ungültige Stimmen;56;0,9 %;-09;39.0;0,6 %;-12
Gültige Stimmen;6.507;99,1 %;+09;6.524;99,4 %;+12
SPD;2.213;34,0 %;+133;2.222;34,1 %;+119
AfD;1.923;29,6 %;+96;1.767;27,1 %;+60
CDU;1.451;22,3 %;-33;1.128;17,3 %;-54
GRÜNE/B 90;262;4,0 %;-125;328.0;5,0 %;-104
DIE LINKE;178;2,7 %;-46;107.0;1,6 %;-46
BVB / FREIE WÄHLER;402;6,2 %;+13;148.0;2,3 %;-08
FDP;78;1,2 %;-26;64.0;1,0 %;-37
Tierschutzpartei;-;-;-;147.0;2,3 %;-12
Plus;-;-;-;25.0;0,4 %;-07
BSW;-;-;-;524.0;8,0 %;+80
III. Weg;-;-;-;9.0;0,1 %;+01
DKP;-;-;-;6.0;0,1 %;+01
DLW;-;-;-;33.0;0,5 %;+05
WU;-;-;-;16.0;0,2 %;+02
