Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;976;-;-;976;-;-
Wählende;534;54,7 %;-;534;54,7 %;-
Ungültige Stimmen;9;1,7 %;-;7;1,3 %;-
Gültige Stimmen;525;98,3 %;-;527;98,7 %;-
SPD;108;20,6 %;-;97;18,4 %;-
AfD;296;56,4 %;-;279;52,9 %;-
CDU;65;12,4 %;-;41;7,8 %;-
GRÜNE/B 90;3;0,6 %;-;7;1,3 %;-
DIE LINKE;18;3,4 %;-;5;0,9 %;-
BVB / FREIE WÄHLER;27;5,1 %;-;8;1,5 %;-
FDP;6;1,1 %;-;7;1,3 %;-
Tierschutzpartei;-;-;-;10;1,9 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;71;13,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;2;0,4 %;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;1;0,2 %;-
