Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;868;-;-;868;-;-
Wählende;374;43,1 %;-;374;43,1 %;-
Ungültige Stimmen;6;1,6 %;-;6;1,6 %;-
Gültige Stimmen;368;98,4 %;-;368;98,4 %;-
SPD;157;42,7 %;-;130;35,3 %;-
AfD;134;36,4 %;-;125;34,0 %;-
CDU;40;10,9 %;-;33;9,0 %;-
GRÜNE/B 90;6;1,6 %;-;10;2,7 %;-
DIE LINKE;12;3,3 %;-;8;2,2 %;-
BVB / FREIE WÄHLER;14;3,8 %;-;9;2,4 %;-
FDP;3;0,8 %;-;2;0,5 %;-
Tierschutzpartei;-;-;-;7;1,9 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;36;9,8 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;2;0,5 %;-;4;1,1 %;-
WU;-;-;-;2;0,5 %;-
