Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;389;-;-;389;-;-
Wählende;206;53,0 %;-;206;53,0 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;206;100,0 %;-;206;100,0 %;-
SPD;66;32,0 %;-;50;24,3 %;-
AfD;91;44,2 %;-;84;40,8 %;-
CDU;23;11,2 %;-;16;7,8 %;-
GRÜNE/B 90;2;1,0 %;-;8;3,9 %;-
DIE LINKE;7;3,4 %;-;7;3,4 %;-
BVB / FREIE WÄHLER;16;7,8 %;-;4;1,9 %;-
FDP;1;0,5 %;-;1;0,5 %;-
Tierschutzpartei;-;-;-;3;1,5 %;-
Plus;-;-;-;1;0,5 %;-
BSW;-;-;-;30;14,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;1,0 %;-
WU;-;-;-;0;0,0 %;-
