Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;815;-;-;815;-;-
Ungültige Stimmen;9;1,1 %;+09;2;0,2 %;+01
Gültige Stimmen;806;98,9 %;-09;813;99,8 %;-01
SPD;254;31,5 %;+165;215;26,4 %;+72
AfD;202;25,1 %;+83;169;20,8 %;+30
CDU;133;16,5 %;-106;109;13,4 %;-31
GRÜNE/B 90;24;3,0 %;-62;29;3,6 %;-88
DIE LINKE;54;6,7 %;-75;25;3,1 %;-112
BVB / FREIE WÄHLER;130;16,1 %;+32;51;6,3 %;-67
FDP;9;1,1 %;-13;5;0,6 %;-29
Tierschutzpartei;-;-;-;24;3,0 %;+11
Plus;-;-;-;8;1,0 %;-03
BSW;-;-;-;174;21,4 %;+214
III. Weg;-;-;-;1;0,1 %;+01
DKP;-;-;-;1;0,1 %;+01
DLW;-;-;-;2;0,2 %;+02
WU;-;-;-;0;0,0 %;00
