Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;588;-;-;588;-;-
Ungültige Stimmen;3;0,5 %;-;2;0,3 %;-
Gültige Stimmen;585;99,5 %;-;586;99,7 %;-
SPD;200;34,2 %;-;198;33,8 %;-
AfD;82;14,0 %;-;79;13,5 %;-
CDU;159;27,2 %;-;129;22,0 %;-
GRÜNE/B 90;48;8,2 %;-;49;8,4 %;-
DIE LINKE;25;4,3 %;-;11;1,9 %;-
BVB / FREIE WÄHLER;36;6,2 %;-;15;2,6 %;-
FDP;17;2,9 %;-;13;2,2 %;-
Tierschutzpartei;-;-;-;19;3,2 %;-
Plus;18;3,1 %;-;7;1,2 %;-
BSW;-;-;-;64;10,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,3 %;-
