Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;453;-;-;453;-;-
Ungültige Stimmen;3;0,7 %;-02;1;0,2 %;-05
Gültige Stimmen;450;99,3 %;+02;452;99,8 %;+05
SPD;134;29,8 %;+74;141;31,2 %;+79
AfD;117;26,0 %;+110;100;22,1 %;+61
CDU;69;15,3 %;-04;50;11,1 %;-30
GRÜNE/B 90;20;4,4 %;-119;14;3,1 %;-135
DIE LINKE;47;10,4 %;-94;14;3,1 %;-137
BVB / FREIE WÄHLER;46;10,2 %;+32;19;4,2 %;-09
FDP;10;2,2 %;-15;4;0,9 %;-25
Tierschutzpartei;-;-;-;14;3,1 %;+10
Plus;-;-;-;5;1,1 %;-11
BSW;-;-;-;90;19,9 %;+199
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;1;0,2 %;+02
dieBasis;7;1,6 %;+16;-;-;-
