Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;436;-;-;436;-;-
Ungültige Stimmen;6;1,4 %;-;3;0,7 %;-
Gültige Stimmen;430;98,6 %;-;433;99,3 %;-
SPD;141;32,8 %;-;133;30,7 %;-
AfD;117;27,2 %;-;98;22,6 %;-
CDU;54;12,6 %;-;46;10,6 %;-
GRÜNE/B 90;8;1,9 %;-;9;2,1 %;-
DIE LINKE;33;7,7 %;-;16;3,7 %;-
BVB / FREIE WÄHLER;29;6,7 %;-;8;1,8 %;-
FDP;5;1,2 %;-;3;0,7 %;-
Tierschutzpartei;-;-;-;6;1,4 %;-
Plus;22;5,1 %;-;8;1,8 %;-
BSW;-;-;-;101;23,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,7 %;-
WU;-;-;-;2;0,5 %;-
EB Gliese;21;4,9 %;-;-;-;-
