Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;325;-;-;325;-;-
Wählende;216;66,5 %;-;216;66,5 %;-
Ungültige Stimmen;5;2,3 %;-;4;1,9 %;-
Gültige Stimmen;211;97,7 %;-;212;98,1 %;-
SPD;64;30,3 %;-;52;24,5 %;-
AfD;83;39,3 %;-;78;36,8 %;-
CDU;36;17,1 %;-;33;15,6 %;-
GRÜNE/B 90;2;0,9 %;-;2;0,9 %;-
DIE LINKE;4;1,9 %;-;2;0,9 %;-
BVB / FREIE WÄHLER;13;6,2 %;-;3;1,4 %;-
FDP;4;1,9 %;-;2;0,9 %;-
Tierschutzpartei;5;2,4 %;-;3;1,4 %;-
Plus;-;-;-;1;0,5 %;-
BSW;-;-;-;36;17,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
