Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.303;-;-;1.303;-;-
Wählende;640;49,1 %;-;640;49,1 %;-
Ungültige Stimmen;13;2,0 %;-;9;1,4 %;-
Gültige Stimmen;627;98,0 %;-;631;98,6 %;-
SPD;122;19,5 %;-;169;26,8 %;-
AfD;219;34,9 %;-;203;32,2 %;-
CDU;65;10,4 %;-;57;9,0 %;-
GRÜNE/B 90;13;2,1 %;-;11;1,7 %;-
DIE LINKE;20;3,2 %;-;10;1,6 %;-
BVB / FREIE WÄHLER;180;28,7 %;-;93;14,7 %;-
FDP;6;1,0 %;-;5;0,8 %;-
Tierschutzpartei;-;-;-;11;1,7 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;68;10,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,5 %;-
WU;-;-;-;1;0,2 %;-
dieBasis;1;0,2 %;-;-;-;-
EB Link;1;0,2 %;-;-;-;-
