Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;350;-;-;350;-;-
Wählende;218;62,3 %;-;218;62,3 %;-
Ungültige Stimmen;1;0,5 %;-;0;0,0 %;-
Gültige Stimmen;217;99,5 %;-;218;100,0 %;-
SPD;90;41,5 %;-;86;39,4 %;-
AfD;53;24,4 %;-;44;20,2 %;-
CDU;45;20,7 %;-;32;14,7 %;-
GRÜNE/B 90;3;1,4 %;-;5;2,3 %;-
DIE LINKE;6;2,8 %;-;1;0,5 %;-
BVB / FREIE WÄHLER;18;8,3 %;-;9;4,1 %;-
FDP;2;0,9 %;-;2;0,9 %;-
Tierschutzpartei;-;-;-;1;0,5 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;35;16,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,9 %;-
WU;-;-;-;1;0,5 %;-
