Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;970;-;-;970;-;-
Wählende;399;41,1 %;-;399;41,1 %;-
Ungültige Stimmen;5;1,3 %;-;4;1,0 %;-
Gültige Stimmen;394;98,7 %;-;395;99,0 %;-
SPD;152;38,6 %;-;121;30,6 %;-
AfD;150;38,1 %;-;129;32,7 %;-
CDU;41;10,4 %;-;28;7,1 %;-
GRÜNE/B 90;4;1,0 %;-;17;4,3 %;-
DIE LINKE;14;3,6 %;-;13;3,3 %;-
BVB / FREIE WÄHLER;20;5,1 %;-;9;2,3 %;-
FDP;5;1,3 %;-;3;0,8 %;-
Tierschutzpartei;-;-;-;10;2,5 %;-
Plus;8;2,0 %;-;9;2,3 %;-
BSW;-;-;-;52;13,2 %;-
III. Weg;-;-;-;3;0,8 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,3 %;-
