Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;293;-;-;293;-;-
Wählende;200;68,3 %;-;200;68,3 %;-
Ungültige Stimmen;6;3,0 %;-;3;1,5 %;-
Gültige Stimmen;194;97,0 %;-;197;98,5 %;-
SPD;55;28,4 %;-;47;23,9 %;-
AfD;83;42,8 %;-;65;33,0 %;-
CDU;31;16,0 %;-;24;12,2 %;-
GRÜNE/B 90;3;1,5 %;-;8;4,1 %;-
DIE LINKE;7;3,6 %;-;8;4,1 %;-
BVB / FREIE WÄHLER;12;6,2 %;-;5;2,5 %;-
FDP;3;1,5 %;-;4;2,0 %;-
Tierschutzpartei;-;-;-;3;1,5 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;30;15,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;1,5 %;-
WU;-;-;-;0;0,0 %;-
