Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;501;-;-;501;-;-
Wählende;278;55,5 %;-;278;55,5 %;-
Ungültige Stimmen;5;1,8 %;-;3;1,1 %;-
Gültige Stimmen;273;98,2 %;-;275;98,9 %;-
SPD;95;34,8 %;-;86;31,3 %;-
AfD;111;40,7 %;-;102;37,1 %;-
CDU;31;11,4 %;-;34;12,4 %;-
GRÜNE/B 90;5;1,8 %;-;9;3,3 %;-
DIE LINKE;5;1,8 %;-;4;1,5 %;-
BVB / FREIE WÄHLER;19;7,0 %;-;1;0,4 %;-
FDP;7;2,6 %;-;2;0,7 %;-
Tierschutzpartei;-;-;-;5;1,8 %;-
Plus;-;-;-;1;0,4 %;-
BSW;-;-;-;26;9,5 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;4;1,5 %;-
