Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;114;-;-;114;-;-
Wählende;86;75,4 %;-;86;75,4 %;-
Ungültige Stimmen;1;1,2 %;-;1;1,2 %;-
Gültige Stimmen;85;98,8 %;-;85;98,8 %;-
SPD;24;28,2 %;-;22;25,9 %;-
AfD;40;47,1 %;-;33;38,8 %;-
CDU;11;12,9 %;-;9;10,6 %;-
GRÜNE/B 90;2;2,4 %;-;4;4,7 %;-
DIE LINKE;0;0,0 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;8;9,4 %;-;3;3,5 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;11;12,9 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;3,5 %;-
WU;-;-;-;0;0,0 %;-
