Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;3.209;-;-;3.209;-;-
Wählende;2.447;76,3 %;+130;2.447;76,3 %;+130
Ungültige Stimmen;30;1,2 %;-02;16.0;0,7 %;-07
Gültige Stimmen;2.417;98,8 %;+02;2.431;99,3 %;+07
SPD;564;23,3 %;+78;513.0;21,1 %;+01
AfD;1.186;49,1 %;+152;1.085;44,6 %;+91
CDU;377;15,6 %;-116;315.0;13,0 %;-74
GRÜNE/B 90;18;0,7 %;-35;15.0;0,6 %;-31
DIE LINKE;63;2,6 %;-58;29.0;1,2 %;-61
BVB / FREIE WÄHLER;187;7,7 %;+18;50.0;2,1 %;-15
FDP;22;0,9 %;-39;14.0;0,6 %;-44
Tierschutzpartei;-;-;-;42.0;1,7 %;-07
Plus;-;-;-;9.0;0,4 %;-05
BSW;-;-;-;335.0;13,8 %;+138
III. Weg;-;-;-;2.0;0,1 %;+01
DKP;-;-;-;2.0;0,1 %;+01
DLW;-;-;-;16.0;0,7 %;+07
WU;-;-;-;4.0;0,2 %;+02
