Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;7.244;-;-;7.244;-;-
Wählende;5.096;70,3 %;+119;5.096;70,3 %;+119
Ungültige Stimmen;78;1,5 %;+03;44.0;0,9 %;-02
Gültige Stimmen;5.018;98,5 %;-03;5.052;99,1 %;+02
SPD;1.541;30,7 %;+55;1.511;29,9 %;+32
AfD;1.912;38,1 %;+108;1.702;33,7 %;+60
CDU;964;19,2 %;-14;560.0;11,1 %;-60
GRÜNE/B 90;103;2,1 %;-32;67.0;1,3 %;-39
DIE LINKE;-;-;-106;110.0;2,2 %;-77
BVB / FREIE WÄHLER;437;8,7 %;+13;96.0;1,9 %;-38
FDP;61;1,2 %;-23;26.0;0,5 %;-30
Tierschutzpartei;-;-;-;76.0;1,5 %;-13
Plus;-;-;-;21.0;0,4 %;-08
BSW;-;-;-;840.0;16,6 %;+166
III. Weg;-;-;-;2.0;0,0 %;+00
DKP;-;-;-;3.0;0,1 %;+01
DLW;-;-;-;32.0;0,6 %;+06
WU;-;-;-;6.0;0,1 %;+01
