Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;493;-;-;493;-;-
Wählende;288;58,4 %;-;288;58,4 %;-
Ungültige Stimmen;10;3,5 %;-;7;2,4 %;-
Gültige Stimmen;278;96,5 %;-;281;97,6 %;-
SPD;98;35,3 %;-;94;33,5 %;-
AfD;97;34,9 %;-;92;32,7 %;-
CDU;47;16,9 %;-;34;12,1 %;-
GRÜNE/B 90;3;1,1 %;-;6;2,1 %;-
DIE LINKE;15;5,4 %;-;11;3,9 %;-
BVB / FREIE WÄHLER;14;5,0 %;-;7;2,5 %;-
FDP;4;1,4 %;-;2;0,7 %;-
Tierschutzpartei;-;-;-;7;2,5 %;-
Plus;-;-;-;3;1,1 %;-
BSW;-;-;-;21;7,5 %;-
III. Weg;-;-;-;2;0,7 %;-
DKP;-;-;-;1;0,4 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;0;0,0 %;-
