Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;7.784;-;-;7.784;-;-
Wählende;5.549;71,3 %;+93;5.549;71,3 %;+93
Ungültige Stimmen;124;2,2 %;+06;94.0;1,7 %;-00
Gültige Stimmen;5.425;97,8 %;-06;5.455;98,3 %;+00
SPD;1.476;27,2 %;+88;1.422;26,1 %;+15
AfD;2.236;41,2 %;+134;2.043;37,5 %;+84
CDU;786;14,5 %;-58;657.0;12,0 %;-54
GRÜNE/B 90;67;1,2 %;-42;57.0;1,0 %;-37
DIE LINKE;198;3,6 %;-51;87.0;1,6 %;-67
BVB / FREIE WÄHLER;574;10,6 %;+40;160.0;2,9 %;-18
FDP;88;1,6 %;-112;58.0;1,1 %;-66
Tierschutzpartei;-;-;-;69.0;1,3 %;-09
Plus;-;-;-;32.0;0,6 %;-06
BSW;-;-;-;826.0;15,1 %;+151
III. Weg;-;-;-;5.0;0,1 %;+01
DKP;-;-;-;2.0;0,0 %;+00
DLW;-;-;-;31.0;0,6 %;+06
WU;-;-;-;6.0;0,1 %;+01
