Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;948;-;-;948;-;-
Wählende;445;46,9 %;-;445;46,9 %;-
Ungültige Stimmen;11;2,5 %;-;6;1,3 %;-
Gültige Stimmen;434;97,5 %;-;439;98,7 %;-
SPD;131;30,2 %;-;119;27,1 %;-
AfD;211;48,6 %;-;190;43,3 %;-
CDU;46;10,6 %;-;36;8,2 %;-
GRÜNE/B 90;6;1,4 %;-;8;1,8 %;-
DIE LINKE;9;2,1 %;-;10;2,3 %;-
BVB / FREIE WÄHLER;22;5,1 %;-;9;2,1 %;-
FDP;2;0,5 %;-;4;0,9 %;-
Tierschutzpartei;-;-;-;14;3,2 %;-
Plus;4;0,9 %;-;2;0,5 %;-
BSW;-;-;-;41;9,3 %;-
III. Weg;-;-;-;2;0,5 %;-
DKP;-;-;-;0;0,0 %;-
DLW;3;0,7 %;-;1;0,2 %;-
WU;-;-;-;3;0,7 %;-
