Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;677;-;-;677;-;-
Wählende;284;41,9 %;-;284;41,9 %;-
Ungültige Stimmen;3;1,1 %;-;4;1,4 %;-
Gültige Stimmen;281;98,9 %;-;280;98,6 %;-
SPD;117;41,6 %;-;98;35,0 %;-
AfD;101;35,9 %;-;98;35,0 %;-
CDU;26;9,3 %;-;19;6,8 %;-
GRÜNE/B 90;4;1,4 %;-;8;2,9 %;-
DIE LINKE;9;3,2 %;-;5;1,8 %;-
BVB / FREIE WÄHLER;20;7,1 %;-;10;3,6 %;-
FDP;2;0,7 %;-;2;0,7 %;-
Tierschutzpartei;-;-;-;4;1,4 %;-
Plus;-;-;-;2;0,7 %;-
BSW;-;-;-;33;11,8 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;2;0,7 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
