Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.092;-;-;1.092;-;-
Wählende;496;45,4 %;-;496;45,4 %;-
Ungültige Stimmen;1;0,2 %;-;1;0,2 %;-
Gültige Stimmen;495;99,8 %;-;495;99,8 %;-
SPD;188;38,0 %;-;166;33,5 %;-
AfD;192;38,8 %;-;168;33,9 %;-
CDU;46;9,3 %;-;39;7,9 %;-
GRÜNE/B 90;7;1,4 %;-;15;3,0 %;-
DIE LINKE;13;2,6 %;-;12;2,4 %;-
BVB / FREIE WÄHLER;33;6,7 %;-;13;2,6 %;-
FDP;9;1,8 %;-;8;1,6 %;-
Tierschutzpartei;-;-;-;12;2,4 %;-
Plus;-;-;-;8;1,6 %;-
BSW;-;-;-;45;9,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;6;1,2 %;-;4;0,8 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;4;0,8 %;-
EB Schamberger;1;0,2 %;-;-;-;-
