Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;736;-;-;736;-;-
Ungültige Stimmen;1;0,1 %;-06;0;0,0 %;-08
Gültige Stimmen;735;99,9 %;+06;736;100,0 %;+08
SPD;178;24,2 %;+64;219;29,8 %;+119
AfD;109;14,8 %;+31;102;13,9 %;-05
CDU;100;13,6 %;+39;80;10,9 %;-02
GRÜNE/B 90;45;6,1 %;-08;59;8,0 %;-26
DIE LINKE;79;10,7 %;-95;33;4,5 %;-147
BVB / FREIE WÄHLER;203;27,6 %;-18;96;13,0 %;-75
FDP;8;1,1 %;-09;3;0,4 %;-17
Tierschutzpartei;-;-;-;14;1,9 %;-03
Plus;-;-;-;15;2,0 %;+04
BSW;-;-;-;112;15,2 %;+152
III. Weg;-;-;-;1;0,1 %;+01
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,1 %;+01
WU;-;-;-;1;0,1 %;+01
dieBasis;2;0,3 %;+03;-;-;-
EB Link;11;1,5 %;+15;-;-;-
