Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;922;-;-;922;-;-
Wählende;510;55,3 %;-;510;55,3 %;-
Ungültige Stimmen;9;1,8 %;-;8;1,6 %;-
Gültige Stimmen;501;98,2 %;-;502;98,4 %;-
SPD;182;36,3 %;-;177;35,3 %;-
AfD;184;36,7 %;-;180;35,9 %;-
CDU;59;11,8 %;-;32;6,4 %;-
GRÜNE/B 90;1;0,2 %;-;3;0,6 %;-
DIE LINKE;46;9,2 %;-;16;3,2 %;-
BVB / FREIE WÄHLER;18;3,6 %;-;12;2,4 %;-
FDP;10;2,0 %;-;5;1,0 %;-
Tierschutzpartei;-;-;-;4;0,8 %;-
Plus;-;-;-;3;0,6 %;-
BSW;-;-;-;68;13,5 %;-
III. Weg;1;0,2 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,4 %;-
