Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;112;-;-;112;-;-
Wählende;75;67,0 %;-;75;67,0 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;75;100,0 %;-;75;100,0 %;-
SPD;32;42,7 %;-;28;37,3 %;-
AfD;28;37,3 %;-;22;29,3 %;-
CDU;8;10,7 %;-;5;6,7 %;-
GRÜNE/B 90;3;4,0 %;-;4;5,3 %;-
DIE LINKE;0;0,0 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;3;4,0 %;-;1;1,3 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;2,7 %;-
Plus;1;1,3 %;-;2;2,7 %;-
BSW;-;-;-;11;14,7 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;0;0,0 %;-;-;-;-
