Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;529;-;-;529;-;-
Ungültige Stimmen;6;1,1 %;-;3;0,6 %;-
Gültige Stimmen;523;98,9 %;-;526;99,4 %;-
SPD;133;25,4 %;-;140;26,6 %;-
AfD;129;24,7 %;-;102;19,4 %;-
CDU;91;17,4 %;-;82;15,6 %;-
GRÜNE/B 90;20;3,8 %;-;18;3,4 %;-
DIE LINKE;55;10,5 %;-;21;4,0 %;-
BVB / FREIE WÄHLER;62;11,9 %;-;22;4,2 %;-
FDP;12;2,3 %;-;7;1,3 %;-
Tierschutzpartei;-;-;-;13;2,5 %;-
Plus;-;-;-;8;1,5 %;-
BSW;-;-;-;98;18,6 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;21;4,0 %;-;10;1,9 %;-
WU;-;-;-;4;0,8 %;-
