Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.307;-;-;1.307;-;-
Wählende;476;36,4 %;-;476;36,4 %;-
Ungültige Stimmen;5;1,1 %;-;5;1,1 %;-
Gültige Stimmen;471;98,9 %;-;471;98,9 %;-
SPD;164;34,8 %;-;154;32,7 %;-
AfD;191;40,6 %;-;169;35,9 %;-
CDU;73;15,5 %;-;65;13,8 %;-
GRÜNE/B 90;11;2,3 %;-;13;2,8 %;-
DIE LINKE;6;1,3 %;-;4;0,8 %;-
BVB / FREIE WÄHLER;18;3,8 %;-;13;2,8 %;-
FDP;3;0,6 %;-;4;0,8 %;-
Tierschutzpartei;-;-;-;8;1,7 %;-
Plus;-;-;-;2;0,4 %;-
BSW;-;-;-;39;8,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;1;0,2 %;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Schamberger;4;0,8 %;-;-;-;-
