Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;175;-;-;175;-;-
Wählende;122;69,7 %;-;122;69,7 %;-
Ungültige Stimmen;14;11,5 %;-;2;1,6 %;-
Gültige Stimmen;108;88,5 %;-;120;98,4 %;-
SPD;53;49,1 %;-;55;45,8 %;-
AfD;-;-;-;34;28,3 %;-
CDU;13;12,0 %;-;8;6,7 %;-
GRÜNE/B 90;2;1,9 %;-;5;4,2 %;-
DIE LINKE;6;5,6 %;-;2;1,7 %;-
BVB / FREIE WÄHLER;13;12,0 %;-;3;2,5 %;-
FDP;3;2,8 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;3;2,5 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;10;8,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Raue;18;16,7 %;-;-;-;-
