Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;224;-;-;224;-;-
Wählende;164;73,2 %;+188;164;73,2 %;+188
Ungültige Stimmen;4;2,4 %;-02;2;1,2 %;-12
Gültige Stimmen;160;97,6 %;+02;162;98,8 %;+12
SPD;57;35,6 %;+59;58;35,8 %;+45
AfD;59;36,9 %;+117;49;30,2 %;+42
CDU;19;11,9 %;-06;17;10,5 %;-19
GRÜNE/B 90;2;1,2 %;-45;3;1,9 %;-44
DIE LINKE;3;1,9 %;-74;2;1,2 %;-77
BVB / FREIE WÄHLER;20;12,5 %;+13;9;5,6 %;-20
FDP;0;0,0 %;-27;0;0,0 %;-31
Tierschutzpartei;-;-;-;5;3,1 %;-01
Plus;-;-;-;1;0,6 %;-03
BSW;-;-;-;13;8,0 %;+80
III. Weg;-;-;-;1;0,6 %;+06
DKP;0;0,0 %;00;0;0,0 %;00
DLW;-;-;-;2;1,2 %;+12
WU;-;-;-;2;1,2 %;+12
