Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;639;-;-;639;-;-
Wählende;338;52,9 %;-;338;52,9 %;-
Ungültige Stimmen;4;1,2 %;-;4;1,2 %;-
Gültige Stimmen;334;98,8 %;-;334;98,8 %;-
SPD;147;44,0 %;-;125;37,4 %;-
AfD;116;34,7 %;-;106;31,7 %;-
CDU;37;11,1 %;-;23;6,9 %;-
GRÜNE/B 90;4;1,2 %;-;13;3,9 %;-
DIE LINKE;11;3,3 %;-;9;2,7 %;-
BVB / FREIE WÄHLER;5;1,5 %;-;3;0,9 %;-
FDP;1;0,3 %;-;3;0,9 %;-
Tierschutzpartei;-;-;-;5;1,5 %;-
Plus;9;2,7 %;-;3;0,9 %;-
BSW;-;-;-;41;12,3 %;-
III. Weg;4;1,2 %;-;3;0,9 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
