Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;556;-;-;556;-;-
Ungültige Stimmen;3;0,5 %;-;1;0,2 %;-
Gültige Stimmen;553;99,5 %;-;555;99,8 %;-
SPD;266;48,1 %;-;223;40,2 %;-
AfD;113;20,4 %;-;107;19,3 %;-
CDU;97;17,5 %;-;82;14,8 %;-
GRÜNE/B 90;5;0,9 %;-;12;2,2 %;-
DIE LINKE;27;4,9 %;-;12;2,2 %;-
BVB / FREIE WÄHLER;23;4,2 %;-;12;2,2 %;-
FDP;5;0,9 %;-;3;0,5 %;-
Tierschutzpartei;-;-;-;8;1,4 %;-
Plus;4;0,7 %;-;6;1,1 %;-
BSW;-;-;-;85;15,3 %;-
III. Weg;1;0,2 %;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;0,7 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;12;2,2 %;-;-;-;-
