Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;607;-;-;607;-;-
Wählende;305;50,2 %;-;305;50,2 %;-
Ungültige Stimmen;3;1,0 %;-;4;1,3 %;-
Gültige Stimmen;302;99,0 %;-;301;98,7 %;-
SPD;124;41,1 %;-;122;40,5 %;-
AfD;77;25,5 %;-;63;20,9 %;-
CDU;54;17,9 %;-;41;13,6 %;-
GRÜNE/B 90;10;3,3 %;-;17;5,6 %;-
DIE LINKE;7;2,3 %;-;3;1,0 %;-
BVB / FREIE WÄHLER;27;8,9 %;-;11;3,7 %;-
FDP;3;1,0 %;-;4;1,3 %;-
Tierschutzpartei;-;-;-;5;1,7 %;-
Plus;-;-;-;3;1,0 %;-
BSW;-;-;-;31;10,3 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
