Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;255;-;-;255;-;-
Wählende;145;56,9 %;-;145;56,9 %;-
Ungültige Stimmen;3;2,1 %;-;2;1,4 %;-
Gültige Stimmen;142;97,9 %;-;143;98,6 %;-
SPD;41;28,9 %;-;33;23,1 %;-
AfD;57;40,1 %;-;56;39,2 %;-
CDU;30;21,1 %;-;26;18,2 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;3;2,1 %;-;2;1,4 %;-
BVB / FREIE WÄHLER;8;5,6 %;-;3;2,1 %;-
FDP;2;1,4 %;-;1;0,7 %;-
Tierschutzpartei;-;-;-;1;0,7 %;-
Plus;-;-;-;1;0,7 %;-
BSW;-;-;-;19;13,3 %;-
III. Weg;1;0,7 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,7 %;-
WU;-;-;-;0;0,0 %;-
