Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.393;-;-;1.393;-;-
Wählende;650;46,7 %;-;650;46,7 %;-
Ungültige Stimmen;9;1,4 %;-;4;0,6 %;-
Gültige Stimmen;641;98,6 %;-;646;99,4 %;-
SPD;246;38,4 %;-;223;34,5 %;-
AfD;234;36,5 %;-;209;32,4 %;-
CDU;72;11,2 %;-;63;9,8 %;-
GRÜNE/B 90;15;2,3 %;-;12;1,9 %;-
DIE LINKE;23;3,6 %;-;14;2,2 %;-
BVB / FREIE WÄHLER;34;5,3 %;-;13;2,0 %;-
FDP;3;0,5 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;16;2,5 %;-
Plus;-;-;-;6;0,9 %;-
BSW;-;-;-;81;12,5 %;-
III. Weg;-;-;-;2;0,3 %;-
DKP;3;0,5 %;-;0;0,0 %;-
DLW;-;-;-;5;0,8 %;-
WU;-;-;-;1;0,2 %;-
EB Schamberger;11;1,7 %;-;-;-;-
