Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;829;-;-;829;-;-
Wählende;344;41,5 %;-;344;41,5 %;-
Ungültige Stimmen;3;0,9 %;-;3;0,9 %;-
Gültige Stimmen;341;99,1 %;-;341;99,1 %;-
SPD;140;41,1 %;-;117;34,3 %;-
AfD;121;35,5 %;-;106;31,1 %;-
CDU;32;9,4 %;-;23;6,7 %;-
GRÜNE/B 90;5;1,5 %;-;12;3,5 %;-
DIE LINKE;15;4,4 %;-;12;3,5 %;-
BVB / FREIE WÄHLER;22;6,5 %;-;6;1,8 %;-
FDP;4;1,2 %;-;4;1,2 %;-
Tierschutzpartei;-;-;-;9;2,6 %;-
Plus;-;-;-;6;1,8 %;-
BSW;-;-;-;43;12,6 %;-
III. Weg;-;-;-;2;0,6 %;-
DKP;2;0,6 %;-;1;0,3 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
