Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;917;-;-;917;-;-
Ungültige Stimmen;22;2,4 %;-;2;0,2 %;-
Gültige Stimmen;895;97,6 %;-;915;99,8 %;-
SPD;268;29,9 %;-;265;29,0 %;-
AfD;-;-;-;198;21,6 %;-
CDU;201;22,5 %;-;152;16,6 %;-
GRÜNE/B 90;31;3,5 %;-;34;3,7 %;-
DIE LINKE;102;11,4 %;-;33;3,6 %;-
BVB / FREIE WÄHLER;95;10,6 %;-;21;2,3 %;-
FDP;10;1,1 %;-;7;0,8 %;-
Tierschutzpartei;-;-;-;29;3,2 %;-
Plus;-;-;-;15;1,6 %;-
BSW;-;-;-;159;17,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;0;0,0 %;-
EB Raue;188;21,0 %;-;-;-;-
