Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;781;-;-;781;-;-
Ungültige Stimmen;14;1,8 %;+12;3;0,4 %;+00
Gültige Stimmen;767;98,2 %;-12;778;99,6 %;-00
SPD;236;30,8 %;+196;225;28,9 %;+103
AfD;150;19,6 %;-03;131;16,8 %;-36
CDU;197;25,7 %;-05;120;15,4 %;-73
GRÜNE/B 90;32;4,2 %;-44;35;4,5 %;-62
DIE LINKE;52;6,8 %;-136;24;3,1 %;-107
BVB / FREIE WÄHLER;76;9,9 %;+44;30;3,9 %;+06
FDP;16;2,1 %;-26;11;1,4 %;-46
Tierschutzpartei;-;-;-;19;2,4 %;-05
Plus;-;-;-;8;1,0 %;-03
BSW;-;-;-;164;21,1 %;+211
III. Weg;-;-;-;1;0,1 %;+01
DKP;8;1,0 %;+10;0;0,0 %;00
DLW;-;-;-;7;0,9 %;+09
WU;-;-;-;3;0,4 %;+04
