Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.252;-;-;1.252;-;-
Wählende;554;44,2 %;-;554;44,2 %;-
Ungültige Stimmen;7;1,3 %;-;6;1,1 %;-
Gültige Stimmen;547;98,7 %;-;548;98,9 %;-
SPD;218;39,9 %;-;184;33,6 %;-
AfD;191;34,9 %;-;185;33,8 %;-
CDU;57;10,4 %;-;38;6,9 %;-
GRÜNE/B 90;9;1,6 %;-;33;6,0 %;-
DIE LINKE;22;4,0 %;-;17;3,1 %;-
BVB / FREIE WÄHLER;19;3,5 %;-;10;1,8 %;-
FDP;7;1,3 %;-;2;0,4 %;-
Tierschutzpartei;-;-;-;14;2,6 %;-
Plus;15;2,7 %;-;4;0,7 %;-
BSW;-;-;-;58;10,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;2;0,4 %;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;3;0,5 %;-
Demokraten BB;7;1,3 %;-;-;-;-
