Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;52.066;-;-;52.066;-;-
Wählende;37.969;72,9 %;+93;37.969;72,9 %;+93
Ungültige Stimmen;462;1,2 %;-08;277.0;0,7 %;-10
Gültige Stimmen;37.507;98,8 %;+08;37.692;99,3 %;+10
SPD;12.202;32,5 %;+77;11.649;30,9 %;+64
AfD;11.146;29,7 %;+74;10.208;27,1 %;+48
CDU;7.250;19,3 %;+29;5.499;14,6 %;-13
GRÜNE/B 90;1.274;3,4 %;-87;1.461;3,9 %;-85
DIE LINKE;1.679;4,5 %;-65;834.0;2,2 %;-63
BVB / FREIE WÄHLER;3.334;8,9 %;+00;1.405;3,7 %;-27
FDP;622;1,7 %;-29;421.0;1,1 %;-40
Tierschutzpartei;-;-;-;1.003;2,7 %;-06
Plus;-;-;-;314.0;0,8 %;-06
BSW;-;-;-;4.58;12,2 %;+122
III. Weg;-;-;-;38.0;0,1 %;+01
DKP;-;-;-;15.0;0,0 %;+00
DLW;-;-;-;144.0;0,4 %;+04
WU;-;-;-;121.0;0,3 %;+03
