Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;431;-;-;431;-;-
Wählende;214;49,7 %;-;214;49,7 %;-
Ungültige Stimmen;3;1,4 %;-;1;0,5 %;-
Gültige Stimmen;211;98,6 %;-;213;99,5 %;-
SPD;61;28,9 %;-;54;25,4 %;-
AfD;86;40,8 %;-;85;39,9 %;-
CDU;34;16,1 %;-;32;15,0 %;-
GRÜNE/B 90;2;0,9 %;-;6;2,8 %;-
DIE LINKE;10;4,7 %;-;4;1,9 %;-
BVB / FREIE WÄHLER;17;8,1 %;-;8;3,8 %;-
FDP;1;0,5 %;-;1;0,5 %;-
Tierschutzpartei;-;-;-;2;0,9 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;21;9,9 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
