Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;796;-;-;796;-;-
Wählende;346;43,5 %;-;346;43,5 %;-
Ungültige Stimmen;1;0,3 %;-;1;0,3 %;-
Gültige Stimmen;345;99,7 %;-;345;99,7 %;-
SPD;113;32,8 %;-;96;27,8 %;-
AfD;136;39,4 %;-;123;35,7 %;-
CDU;50;14,5 %;-;41;11,9 %;-
GRÜNE/B 90;2;0,6 %;-;3;0,9 %;-
DIE LINKE;18;5,2 %;-;8;2,3 %;-
BVB / FREIE WÄHLER;18;5,2 %;-;5;1,4 %;-
FDP;2;0,6 %;-;2;0,6 %;-
Tierschutzpartei;-;-;-;14;4,1 %;-
Plus;-;-;-;6;1,7 %;-
BSW;-;-;-;43;12,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;4;1,2 %;-;1;0,3 %;-
DLW;-;-;-;2;0,6 %;-
WU;-;-;-;1;0,3 %;-
EB Schamberger;2;0,6 %;-;-;-;-
