Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.006;-;-;1.006;-;-
Wählende;464;46,1 %;-;464.0;46,1 %;-
Ungültige Stimmen;3;0,6 %;-;0.0;0,0 %;-
Gültige Stimmen;461;99,4 %;-;464.0;100,0 %;-
SPD;197;42,7 %;-;195.0;42,0 %;-
AfD;81;17,6 %;-;86.0;18,5 %;-
CDU;89;19,3 %;-;86.0;18,5 %;-
GRÜNE/B 90;19;4,1 %;-;28.0;6,0 %;-
DIE LINKE;10;2,2 %;-;12.0;2,6 %;-
BVB / FREIE WÄHLER;44;9,5 %;-;13.0;2,8 %;-
FDP;13;2,8 %;-;9.0;1,9 %;-
Tierschutzpartei;-;-;-;7.0;1,5 %;-
Plus;8;1,7 %;-;7.0;1,5 %;-
BSW;-;-;-;21.0;4,5 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;0.0;0,0 %;-
