Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;22.391;-;-;22.391;-;-
Wählende;15.450;69,0 %;+139;15.45;69,0 %;+139
Ungültige Stimmen;220;1,4 %;+01;147.0;1,0 %;-03
Gültige Stimmen;15.230;98,6 %;-01;15.303;99,0 %;+03
SPD;4.966;32,6 %;+67;4.344;28,4 %;+24
AfD;4.901;32,2 %;+113;4.327;28,3 %;+70
CDU;1.706;11,2 %;-11;1.416;9,3 %;-16
GRÜNE/B 90;356;2,3 %;-55;468.0;3,1 %;-60
DIE LINKE;1.884;12,4 %;-110;814.0;5,3 %;-147
BVB / FREIE WÄHLER;1.226;8,0 %;+18;463.0;3,0 %;-21
FDP;191;1,3 %;-14;112.0;0,7 %;-23
Tierschutzpartei;-;-;-;417.0;2,7 %;-02
Plus;-;-;-;161.0;1,1 %;-03
BSW;-;-;-;2.67;17,4 %;+174
III. Weg;-;-;-;16.0;0,1 %;+01
DKP;-;-;-09;13.0;0,1 %;+01
DLW;-;-;-;48.0;0,3 %;+03
WU;-;-;-;34.0;0,2 %;+02
