Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;667;-;-;667;-;-
Wählende;339;50,8 %;-;339;50,8 %;-
Ungültige Stimmen;1;0,3 %;-;1;0,3 %;-
Gültige Stimmen;338;99,7 %;-;338;99,7 %;-
SPD;124;36,7 %;-;104;30,8 %;-
AfD;95;28,1 %;-;86;25,4 %;-
CDU;60;17,8 %;-;52;15,4 %;-
GRÜNE/B 90;8;2,4 %;-;12;3,6 %;-
DIE LINKE;6;1,8 %;-;5;1,5 %;-
BVB / FREIE WÄHLER;38;11,2 %;-;21;6,2 %;-
FDP;7;2,1 %;-;3;0,9 %;-
Tierschutzpartei;-;-;-;11;3,3 %;-
Plus;-;-;-;2;0,6 %;-
BSW;-;-;-;41;12,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,3 %;-
