Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;756;-;-;756;-;-
Ungültige Stimmen;13;1,7 %;-;3;0,4 %;-
Gültige Stimmen;743;98,3 %;-;753;99,6 %;-
SPD;306;41,2 %;-;270;35,9 %;-
AfD;103;13,9 %;-;95;12,6 %;-
CDU;146;19,7 %;-;115;15,3 %;-
GRÜNE/B 90;68;9,2 %;-;68;9,0 %;-
DIE LINKE;44;5,9 %;-;25;3,3 %;-
BVB / FREIE WÄHLER;32;4,3 %;-;12;1,6 %;-
FDP;10;1,3 %;-;9;1,2 %;-
Tierschutzpartei;-;-;-;23;3,1 %;-
Plus;34;4,6 %;-;20;2,7 %;-
BSW;-;-;-;114;15,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;1;0,1 %;-
